Year,Province,District,Month,ATMs_Number
2023,Província de Maputo,Manhiça,Maio,16.0
2023,Província de Maputo,Manhiça,Junho,15.0
2023,Província de Maputo,Manhiça,Julho,16.0
2023,Província de Maputo,Boane,Outubro,19.0
2023,Província de Maputo,Boane,Junho,19.0
2023,Província de Maputo,Cidade de Maputo,Abril,454.0
2023,Província de Maputo,Boane,Abril,19.0
2023,Tete,Doa,Março,0.0
2023,Província de Maputo,Cidade de Maputo,Setembro,442.0
2023,Província de Maputo,Cidade da Matola,Fevereiro,137.0
2023,Província de Maputo,Cidade da Matola,Janeiro,138.0
2023,Província de Maputo,Cidade de Maputo,Dezembro,439.0
2023,Província de Maputo,Cidade de Maputo,Novembro,444.0
2023,Província de Maputo,Cidade de Maputo,Outubro,446.0
2023,Província de Maputo,Manhiça,Outubro,16.0
2023,Província de Maputo,Cidade de Maputo,Agosto,439.0
2023,Província de Maputo,Cidade de Maputo,Julho,449.0
2023,Província de Maputo,Cidade de Maputo,Junho,453.0
2023,Província de Maputo,Cidade de Maputo,Maio,456.0
2023,Província de Maputo,Cidade da Matola,Abril,133.0
2023,Província de Maputo,Cidade da Matola,Março,133.0
2023,Província de Maputo,Cidade da Matola,Setembro,138.0
2023,Província de Maputo,Cidade da Matola,Maio,133.0
2023,Província de Maputo,Cidade da Matola,Junho,139.0
2023,Província de Maputo,Cidade da Matola,Julho,138.0
2023,Província de Maputo,Cidade da Matola,Agosto,134.0
2023,Província de Maputo,Cidade de Maputo,Março,462.0
2023,Província de Maputo,Cidade da Matola,Outubro,138.0
2023,Província de Maputo,Cidade da Matola,Novembro,137.0
2023,Província de Maputo,Cidade da Matola,Dezembro,132.0
2023,Província de Maputo,Boane,Janeiro,19.0
2023,Província de Maputo,Boane,Fevereiro,19.0
2023,Província de Maputo,Manhiça,Setembro,16.0
2023,Província de Maputo,Manhiça,Agosto,15.0
2023,Província de Maputo,Boane,Maio,19.0
2023,Província de Maputo,Manhiça,Novembro,16.0
2023,Província de Maputo,Namaacha,Agosto,2.0
2023,Província de Maputo,Manhiça,Dezembro,16.0
2023,Província de Maputo,Namaacha,Setembro,2.0
2023,Província de Maputo,Namaacha,Outubro,2.0
2023,Província de Maputo,Namaacha,Novembro,2.0
2023,Província de Maputo,Namaacha,Dezembro,2.0
2023,Província de Maputo,Moamba,Janeiro,10.0
2023,Província de Maputo,Moamba,Fevereiro,10.0
2023,Província de Maputo,Moamba,Março,10.0
2023,Província de Maputo,Moamba,Abril,10.0
2023,Província de Maputo,Moamba,Maio,10.0
2023,Província de Maputo,Moamba,Junho,10.0
2023,Província de Maputo,Moamba,Julho,10.0
2023,Província de Maputo,Moamba,Agosto,10.0
2023,Província de Maputo,Moamba,Setembro,10.0
2023,Província de Maputo,Moamba,Outubro,10.0
2023,Província de Maputo,Moamba,Novembro,10.0
2023,Província de Maputo,Moamba,Dezembro,10.0
2023,Gaza,Cidade de Xai-Xai,Janeiro,33.0
2023,Gaza,Cidade de Xai-Xai,Fevereiro,33.0
2023,Gaza,Cidade de Xai-Xai,Março,33.0
2023,Gaza,Cidade de Xai-Xai,Abril,33.0
2023,Gaza,Cidade de Xai-Xai,Maio,33.0
2023,Gaza,Cidade de Xai-Xai,Junho,31.0
2023,Província de Maputo,Namaacha,Maio,2.0
2023,Província de Maputo,Marracuene,Janeiro,11.0
2023,Província de Maputo,Marracuene,Março,11.0
2023,Província de Maputo,Boane,Julho,19.0
2023,Sofala,Buzi,Setembro,2.0
2023,Província de Maputo,Namaacha,Março,2.0
2023,Província de Maputo,Namaacha,Julho,2.0
2023,Província de Maputo,Marracuene,Fevereiro,11.0
2023,Província de Maputo,Marracuene,Abril,11.0
2023,Província de Maputo,Marracuene,Maio,11.0
2023,Província de Maputo,Marracuene,Junho,13.0
2023,Província de Maputo,Marracuene,Julho,13.0
2023,Província de Maputo,Marracuene,Agosto,11.0
2023,Província de Maputo,Marracuene,Setembro,11.0
2023,Província de Maputo,Marracuene,Outubro,11.0
2023,Província de Maputo,Marracuene,Novembro,10.0
2023,Gaza,Massingir,Março,2.0
2023,Gaza,Manjacaze,Janeiro,5.0
2023,Província de Maputo,Marracuene,Dezembro,10.0
2023,Província de Maputo,Matutuíne,Março,3.0
2023,Província de Maputo,Matutuíne,Abril,3.0
2023,Província de Maputo,Matutuíne,Maio,3.0
2023,Província de Maputo,Matutuíne,Junho,3.0
2023,Província de Maputo,Matutuíne,Julho,3.0
2023,Província de Maputo,Matutuíne,Agosto,3.0
2023,Província de Maputo,Matutuíne,Setembro,3.0
2023,Província de Maputo,Matutuíne,Outubro,3.0
2023,Província de Maputo,Matutuíne,Novembro,3.0
2023,Província de Maputo,Matutuíne,Dezembro,3.0
2023,Província de Maputo,Namaacha,Janeiro,2.0
2023,Província de Maputo,Matutuíne,Janeiro,3.0
2023,Província de Maputo,Matutuíne,Fevereiro,3.0
2023,Gaza,Chicualacuala,Maio,2.0
2023,Gaza,Chókwè,Julho,13.0
2023,Zambézia,Cidade de Quelimane,Maio,46.0
2023,Inhambane,Mabote,Julho,2.0
2023,Inhambane,Mabote,Novembro,2.0
2023,Inhambane,Mabote,Dezembro,2.0
2023,Inhambane,Massinga,Janeiro,7.0
2023,Inhambane,Massinga,Fevereiro,7.0
2023,Inhambane,Massinga,Março,7.0
2023,Inhambane,Massinga,Abril,7.0
2023,Inhambane,Massinga,Maio,7.0
2023,Inhambane,Massinga,Junho,7.0
2023,Inhambane,Massinga,Julho,7.0
2023,Inhambane,Massinga,Agosto,7.0
2023,Inhambane,Massinga,Setembro,7.0
2023,Inhambane,Massinga,Outubro,7.0
2023,Inhambane,Massinga,Novembro,7.0
2023,Inhambane,Massinga,Dezembro,5.0
2023,Inhambane,Morrumbene,Janeiro,5.0
2023,Inhambane,Morrumbene,Fevereiro,5.0
2023,Inhambane,Morrumbene,Março,5.0
2023,Inhambane,Morrumbene,Abril,5.0
2023,Inhambane,Morrumbene,Maio,5.0
2023,Inhambane,Morrumbene,Junho,5.0
2023,Inhambane,Morrumbene,Julho,5.0
2023,Inhambane,Morrumbene,Agosto,5.0
2023,Inhambane,Morrumbene,Setembro,5.0
2023,Inhambane,Mabote,Agosto,2.0
2023,Inhambane,Panda,Janeiro,1.0
2023,Inhambane,Morrumbene,Outubro,5.0
2023,Inhambane,Mabote,Maio,2.0
2023,Inhambane,Inhassoro,Março,5.0
2023,Inhambane,Inhassoro,Abril,5.0
2023,Inhambane,Inhassoro,Junho,5.0
2023,Inhambane,Inhassoro,Julho,5.0
2023,Inhambane,Inhassoro,Agosto,5.0
2023,Inhambane,Inhassoro,Setembro,5.0
2023,Inhambane,Inhassoro,Outubro,5.0
2023,Inhambane,Inhassoro,Novembro,5.0
2023,Inhambane,Inhassoro,Dezembro,5.0
2023,Inhambane,Jangamo,Janeiro,2.0
2023,Inhambane,Jangamo,Fevereiro,2.0
2023,Inhambane,Jangamo,Março,2.0
2023,Inhambane,Jangamo,Abril,2.0
2023,Inhambane,Jangamo,Maio,2.0
2023,Inhambane,Jangamo,Junho,2.0
2023,Inhambane,Jangamo,Julho,2.0
2023,Inhambane,Jangamo,Agosto,2.0
2023,Inhambane,Jangamo,Setembro,2.0
2023,Inhambane,Jangamo,Outubro,2.0
2023,Inhambane,Jangamo,Novembro,2.0
2023,Inhambane,Jangamo,Dezembro,2.0
2023,Inhambane,Mabote,Janeiro,2.0
2023,Inhambane,Mabote,Fevereiro,2.0
2023,Inhambane,Mabote,Março,2.0
2023,Inhambane,Mabote,Abril,2.0
2023,Inhambane,Mabote,Junho,2.0
2023,Inhambane,Inhassoro,Maio,5.0
2023,Inhambane,Inharrime,Dezembro,5.0
2023,Inhambane,Morrumbene,Novembro,5.0
2023,Inhambane,Inhassoro,Janeiro,5.0
2023,Inhambane,Zavala (Quissico),Maio,4.0
2023,Inhambane,Zavala (Quissico),Setembro,4.0
2023,Inhambane,Zavala (Quissico),Outubro,4.0
2023,Inhambane,Zavala (Quissico),Novembro,4.0
2023,Inhambane,Zavala (Quissico),Dezembro,4.0
2023,Sofala,Cidade da Beira,Janeiro,96.0
2023,Sofala,Cidade da Beira,Fevereiro,96.0
2023,Sofala,Cidade da Beira,Março,96.0
2023,Sofala,Cidade da Beira,Abril,95.0
2023,Sofala,Cidade da Beira,Maio,94.0
2023,Sofala,Cidade da Beira,Junho,91.0
2023,Sofala,Cidade da Beira,Julho,91.0
2023,Sofala,Cidade da Beira,Agosto,87.0
2023,Sofala,Cidade da Beira,Setembro,88.0
2023,Sofala,Cidade da Beira,Outubro,88.0
2023,Sofala,Cidade da Beira,Novembro,88.0
2023,Sofala,Cidade da Beira,Dezembro,85.0
2023,Sofala,Buzi,Janeiro,2.0
2023,Sofala,Buzi,Fevereiro,2.0
2023,Sofala,Buzi,Março,2.0
2023,Sofala,Buzi,Abril,2.0
2023,Sofala,Buzi,Maio,2.0
2023,Sofala,Buzi,Junho,2.0
2023,Sofala,Buzi,Julho,2.0
2023,Inhambane,Zavala (Quissico),Junho,4.0
2023,Inhambane,Zavala (Quissico),Agosto,4.0
2023,Inhambane,Zavala (Quissico),Julho,4.0
2023,Inhambane,Zavala (Quissico),Março,4.0
2023,Inhambane,Inhassoro,Fevereiro,5.0
2023,Inhambane,Panda,Fevereiro,1.0
2023,Inhambane,Panda,Abril,1.0
2023,Inhambane,Panda,Maio,1.0
2023,Inhambane,Panda,Junho,1.0
2023,Inhambane,Panda,Julho,1.0
2023,Inhambane,Panda,Agosto,1.0
2023,Inhambane,Panda,Setembro,1.0
2023,Inhambane,Panda,Outubro,1.0
2023,Inhambane,Panda,Novembro,1.0
2023,Inhambane,Panda,Dezembro,1.0
2023,Inhambane,Vilankulo,Janeiro,8.0
2023,Inhambane,Vilankulo,Fevereiro,8.0
2023,Inhambane,Vilankulo,Março,8.0
2023,Inhambane,Vilankulo,Abril,8.0
2023,Inhambane,Vilankulo,Maio,8.0
2023,Inhambane,Vilankulo,Junho,8.0
2023,Inhambane,Vilankulo,Julho,9.0
2023,Inhambane,Vilankulo,Agosto,8.0
2023,Inhambane,Vilankulo,Setembro,8.0
2023,Inhambane,Vilankulo,Outubro,8.0
2023,Inhambane,Vilankulo,Novembro,8.0
2023,Inhambane,Vilankulo,Dezembro,8.0
2023,Inhambane,Zavala (Quissico),Janeiro,4.0
2023,Inhambane,Zavala (Quissico),Fevereiro,4.0
2023,Inhambane,Zavala (Quissico),Abril,4.0
2023,Inhambane,Panda,Março,1.0
2023,Gaza,Mapai,Dezembro,1.0
2023,Gaza,Limpopo,Janeiro,0.0
2023,Inhambane,Govuro,Agosto,2.0
2023,Gaza,Mapai,Agosto,1.0
2023,Gaza,Mapai,Outubro,1.0
2023,Gaza,Limpopo,Fevereiro,0.0
2023,Gaza,Limpopo,Março,0.0
2023,Gaza,Limpopo,Abril,0.0
2023,Gaza,Limpopo,Maio,0.0
2023,Gaza,Limpopo,Junho,0.0
2023,Gaza,Limpopo,Julho,0.0
2023,Gaza,Limpopo,Agosto,0.0
2023,Gaza,Limpopo,Setembro,0.0
2023,Gaza,Limpopo,Outubro,0.0
2023,Gaza,Limpopo,Novembro,0.0
2023,Gaza,Limpopo,Dezembro,0.0
2023,Inhambane,Cidade de Inhambane,Janeiro,18.0
2023,Inhambane,Cidade de Inhambane,Fevereiro,18.0
2023,Inhambane,Cidade de Inhambane,Março,18.0
2023,Inhambane,Cidade de Inhambane,Abril,18.0
2023,Inhambane,Cidade de Inhambane,Maio,18.0
2023,Inhambane,Cidade de Inhambane,Junho,18.0
2023,Inhambane,Cidade de Inhambane,Julho,19.0
2023,Inhambane,Cidade de Inhambane,Agosto,19.0
2023,Inhambane,Cidade de Inhambane,Setembro,19.0
2023,Inhambane,Cidade de Inhambane,Outubro,19.0
2023,Inhambane,Cidade de Inhambane,Novembro,19.0
2023,Inhambane,Cidade de Inhambane,Dezembro,19.0
2023,Gaza,Massingir,Julho,2.0
2023,Gaza,Mapai,Novembro,1.0
2023,Gaza,Massingir,Agosto,2.0
2023,Inhambane,Cidade de Maxixe,Fevereiro,19.0
2023,Gaza,Chonguene,Setembro,0.0
2023,Gaza,Massingir,Setembro,2.0
2023,Gaza,Massingir,Outubro,2.0
2023,Gaza,Massingir,Novembro,2.0
2023,Gaza,Massingir,Dezembro,2.0
2023,Gaza,Chonguene,Janeiro,2.0
2023,Gaza,Chonguene,Fevereiro,2.0
2023,Gaza,Chonguene,Março,2.0
2023,Gaza,Chonguene,Abril,2.0
2023,Gaza,Chonguene,Maio,2.0
2023,Gaza,Chonguene,Junho,4.0
2023,Gaza,Chonguene,Julho,0.0
2023,Gaza,Chonguene,Agosto,0.0
2023,Gaza,Chonguene,Outubro,0.0
2023,Inhambane,Mabote,Outubro,2.0
2023,Gaza,Chonguene,Novembro,0.0
2023,Gaza,Chonguene,Dezembro,0.0
2023,Gaza,Mapai,Janeiro,1.0
2023,Gaza,Mapai,Fevereiro,1.0
2023,Gaza,Mapai,Março,1.0
2023,Gaza,Mapai,Abril,1.0
2023,Gaza,Mapai,Maio,0.0
2023,Gaza,Mapai,Junho,1.0
2023,Gaza,Mapai,Julho,1.0
2023,Gaza,Mapai,Setembro,1.0
2023,Inhambane,Cidade de Maxixe,Março,19.0
2023,Inhambane,Cidade de Maxixe,Janeiro,19.0
2023,Inhambane,Cidade de Maxixe,Abril,19.0
2023,Inhambane,Govuro,Novembro,2.0
2023,Inhambane,Govuro,Julho,2.0
2023,Inhambane,Homoine,Fevereiro,2.0
2023,Inhambane,Homoine,Março,2.0
2023,Inhambane,Homoine,Abril,2.0
2023,Inhambane,Homoine,Maio,2.0
2023,Inhambane,Homoine,Junho,2.0
2023,Inhambane,Homoine,Julho,2.0
2023,Inhambane,Homoine,Agosto,2.0
2023,Inhambane,Homoine,Setembro,2.0
2023,Inhambane,Homoine,Outubro,2.0
2023,Inhambane,Homoine,Novembro,2.0
2023,Inhambane,Homoine,Dezembro,2.0
2023,Inhambane,Inharrime,Janeiro,5.0
2023,Inhambane,Inharrime,Fevereiro,5.0
2023,Inhambane,Inharrime,Março,5.0
2023,Inhambane,Inharrime,Abril,5.0
2023,Inhambane,Inharrime,Maio,5.0
2023,Inhambane,Inharrime,Junho,5.0
2023,Inhambane,Inharrime,Julho,5.0
2023,Inhambane,Inharrime,Agosto,5.0
2023,Inhambane,Inharrime,Setembro,5.0
2023,Inhambane,Inharrime,Outubro,5.0
2023,Inhambane,Inharrime,Novembro,5.0
2023,Inhambane,Govuro,Outubro,2.0
2023,Inhambane,Govuro,Setembro,2.0
2023,Inhambane,Homoine,Janeiro,2.0
2023,Inhambane,Cidade de Maxixe,Maio,19.0
2023,Inhambane,Cidade de Maxixe,Julho,19.0
2023,Gaza,Chicualacuala,Abril,2.0
2023,Inhambane,Govuro,Dezembro,2.0
2023,Inhambane,Cidade de Maxixe,Junho,19.0
2023,Inhambane,Cidade de Maxixe,Agosto,19.0
2023,Inhambane,Cidade de Maxixe,Setembro,19.0
2023,Inhambane,Cidade de Maxixe,Outubro,19.0
2023,Inhambane,Cidade de Maxixe,Novembro,19.0
2023,Inhambane,Cidade de Maxixe,Dezembro,17.0
2023,Inhambane,Funhaloro,Janeiro,2.0
2023,Inhambane,Funhaloro,Fevereiro,2.0
2023,Inhambane,Funhaloro,Março,2.0
2023,Inhambane,Funhaloro,Abril,2.0
2023,Gaza,Massingir,Maio,2.0
2023,Gaza,Massingir,Abril,2.0
2023,Inhambane,Funhaloro,Maio,2.0
2023,Inhambane,Funhaloro,Agosto,2.0
2023,Inhambane,Funhaloro,Setembro,2.0
2023,Inhambane,Funhaloro,Outubro,2.0
2023,Inhambane,Funhaloro,Novembro,2.0
2023,Inhambane,Funhaloro,Dezembro,2.0
2023,Inhambane,Govuro,Janeiro,2.0
2023,Inhambane,Govuro,Fevereiro,2.0
2023,Inhambane,Govuro,Março,2.0
2023,Inhambane,Govuro,Abril,2.0
2023,Inhambane,Govuro,Maio,2.0
2023,Inhambane,Govuro,Junho,2.0
2023,Inhambane,Funhaloro,Junho,2.0
2023,Inhambane,Funhaloro,Julho,2.0
2023,Zambézia,Mulevala,Setembro,0.0
2023,Nampula,Nacaroa,Abril,1.0
2023,Cabo Delgado,Mecufi,Julho,1.0
2023,Cabo Delgado,Mocimboa da Praia,Novembro,1.0
2023,Cabo Delgado,Mecufi,Maio,1.0
2023,Província de Maputo,Cidade de Maputo,Janeiro,465.0
2023,Cabo Delgado,Mecufi,Outubro,1.0
2023,Cabo Delgado,Mecufi,Novembro,1.0
2023,Cabo Delgado,Mecufi,Dezembro,1.0
2023,Cabo Delgado,Meluco,Janeiro,0.0
2023,Cabo Delgado,Meluco,Fevereiro,0.0
2023,Cabo Delgado,Meluco,Março,0.0
2023,Cabo Delgado,Meluco,Abril,0.0
2023,Cabo Delgado,Meluco,Maio,0.0
2023,Cabo Delgado,Meluco,Junho,0.0
2023,Cabo Delgado,Meluco,Julho,0.0
2023,Cabo Delgado,Meluco,Agosto,0.0
2023,Cabo Delgado,Meluco,Setembro,0.0
2023,Cabo Delgado,Meluco,Outubro,0.0
2023,Cabo Delgado,Meluco,Novembro,0.0
2023,Cabo Delgado,Meluco,Dezembro,0.0
2023,Cabo Delgado,Mocimboa da Praia,Janeiro,0.0
2023,Cabo Delgado,Mocimboa da Praia,Fevereiro,0.0
2023,Cabo Delgado,Mocimboa da Praia,Março,0.0
2023,Cabo Delgado,Mocimboa da Praia,Abril,0.0
2023,Cabo Delgado,Mocimboa da Praia,Maio,0.0
2023,Cabo Delgado,Mocimboa da Praia,Junho,0.0
2023,Cabo Delgado,Mocimboa da Praia,Julho,0.0
2023,Cabo Delgado,Mecufi,Março,1.0
2023,Cabo Delgado,Mecufi,Junho,1.0
2023,Cabo Delgado,Ibo,Março,0.0
2023,Cabo Delgado,Mecufi,Abril,1.0
2023,Cabo Delgado,Chiúre,Outubro,4.0
2023,Cabo Delgado,Ibo,Fevereiro,0.0
2023,Cabo Delgado,Ibo,Abril,0.0
2023,Cabo Delgado,Ibo,Maio,0.0
2023,Cabo Delgado,Ibo,Junho,0.0
2023,Cabo Delgado,Ibo,Julho,0.0
2023,Cabo Delgado,Ibo,Agosto,0.0
2023,Cabo Delgado,Ibo,Setembro,0.0
2023,Cabo Delgado,Ibo,Outubro,0.0
2023,Cabo Delgado,Ibo,Novembro,0.0
2023,Cabo Delgado,Ibo,Dezembro,0.0
2023,Cabo Delgado,Macomia,Janeiro,0.0
2023,Cabo Delgado,Macomia,Fevereiro,0.0
2023,Cabo Delgado,Macomia,Março,0.0
2023,Cabo Delgado,Macomia,Abril,0.0
2023,Cabo Delgado,Macomia,Maio,0.0
2023,Cabo Delgado,Macomia,Junho,0.0
2023,Cabo Delgado,Macomia,Julho,0.0
2023,Cabo Delgado,Macomia,Agosto,0.0
2023,Cabo Delgado,Macomia,Setembro,0.0
2023,Cabo Delgado,Macomia,Outubro,0.0
2023,Cabo Delgado,Macomia,Novembro,0.0
2023,Cabo Delgado,Macomia,Dezembro,0.0
2023,Cabo Delgado,Mecufi,Janeiro,1.0
2023,Cabo Delgado,Mecufi,Fevereiro,1.0
2023,Cabo Delgado,Ibo,Janeiro,0.0
2023,Nampula,Rapale-Nampula,Novembro,0.0
2023,Cabo Delgado,Mocimboa da Praia,Agosto,0.0
2023,Cabo Delgado,Muidumbe,Maio,0.0
2023,Cabo Delgado,Muidumbe,Junho,0.0
2023,Cabo Delgado,Muidumbe,Março,0.0
2023,Cabo Delgado,Muidumbe,Julho,0.0
2023,Cabo Delgado,Muidumbe,Agosto,0.0
2023,Cabo Delgado,Muidumbe,Setembro,0.0
2023,Cabo Delgado,Muidumbe,Outubro,0.0
2023,Cabo Delgado,Muidumbe,Novembro,0.0
2023,Cabo Delgado,Muidumbe,Dezembro,0.0
2023,Cabo Delgado,Namuno,Janeiro,2.0
2023,Cabo Delgado,Namuno,Fevereiro,2.0
2023,Cabo Delgado,Namuno,Março,2.0
2023,Cabo Delgado,Namuno,Abril,2.0
2023,Cabo Delgado,Namuno,Maio,2.0
2023,Cabo Delgado,Namuno,Junho,2.0
2023,Cabo Delgado,Namuno,Julho,2.0
2023,Cabo Delgado,Namuno,Agosto,2.0
2023,Cabo Delgado,Namuno,Setembro,2.0
2023,Cabo Delgado,Namuno,Outubro,2.0
2023,Cabo Delgado,Namuno,Novembro,2.0
2023,Cabo Delgado,Namuno,Dezembro,2.0
2023,Cabo Delgado,Nangade,Janeiro,0.0
2023,Cabo Delgado,Nangade,Fevereiro,0.0
2023,Cabo Delgado,Nangade,Março,0.0
2023,Cabo Delgado,Nangade,Abril,0.0
2023,Cabo Delgado,Nangade,Maio,0.0
2023,Cabo Delgado,Muidumbe,Janeiro,0.0
2023,Cabo Delgado,Mocimboa da Praia,Setembro,0.0
2023,Cabo Delgado,Montepuez,Janeiro,10.0
2023,Cabo Delgado,Muidumbe,Fevereiro,0.0
2023,Cabo Delgado,Chiúre,Dezembro,4.0
2023,Cabo Delgado,Mocimboa da Praia,Dezembro,1.0
2023,Cabo Delgado,Montepuez,Fevereiro,10.0
2023,Cabo Delgado,Montepuez,Março,10.0
2023,Cabo Delgado,Montepuez,Abril,10.0
2023,Cabo Delgado,Montepuez,Maio,9.0
2023,Cabo Delgado,Montepuez,Junho,9.0
2023,Cabo Delgado,Montepuez,Julho,9.0
2023,Cabo Delgado,Montepuez,Agosto,9.0
2023,Cabo Delgado,Montepuez,Setembro,9.0
2023,Cabo Delgado,Montepuez,Outubro,9.0
2023,Cabo Delgado,Montepuez,Novembro,9.0
2023,Cabo Delgado,Montepuez,Dezembro,9.0
2023,Cabo Delgado,Mueda,Janeiro,7.0
2023,Cabo Delgado,Mueda,Fevereiro,7.0
2023,Cabo Delgado,Mueda,Março,7.0
2023,Cabo Delgado,Mueda,Abril,7.0
2023,Cabo Delgado,Mueda,Maio,7.0
2023,Cabo Delgado,Mueda,Junho,6.0
2023,Cabo Delgado,Mueda,Julho,6.0
2023,Cabo Delgado,Mueda,Agosto,6.0
2023,Cabo Delgado,Mueda,Setembro,6.0
2023,Cabo Delgado,Mueda,Outubro,6.0
2023,Cabo Delgado,Mueda,Novembro,6.0
2023,Cabo Delgado,Mueda,Dezembro,6.0
2023,Cabo Delgado,Nangade,Junho,0.0
2023,Cabo Delgado,Muidumbe,Abril,0.0
2023,Nampula,Rapale-Nampula,Dezembro,0.0
2023,Nampula,Larde,Fevereiro,0.0
2023,Nampula,Rapale-Nampula,Julho,0.0
2023,Nampula,Rapale-Nampula,Setembro,0.0
2023,Nampula,Ribaué,Janeiro,6.0
2023,Nampula,Ribaué,Fevereiro,6.0
2023,Nampula,Ribaué,Março,6.0
2023,Nampula,Ribaué,Abril,6.0
2023,Nampula,Ribaué,Maio,6.0
2023,Nampula,Ribaué,Junho,6.0
2023,Nampula,Ribaué,Julho,6.0
2023,Nampula,Ribaué,Agosto,6.0
2023,Nampula,Ribaué,Setembro,6.0
2023,Nampula,Ribaué,Outubro,6.0
2023,Nampula,Ribaué,Novembro,6.0
2023,Nampula,Ribaué,Dezembro,6.0
2023,Nampula,Liupo,Janeiro,0.0
2023,Nampula,Liupo,Fevereiro,0.0
2023,Nampula,Liupo,Março,0.0
2023,Nampula,Liupo,Abril,0.0
2023,Nampula,Liupo,Maio,0.0
2023,Nampula,Liupo,Junho,0.0
2023,Nampula,Liupo,Julho,0.0
2023,Nampula,Liupo,Agosto,0.0
2023,Nampula,Liupo,Setembro,0.0
2023,Nampula,Liupo,Outubro,0.0
2023,Nampula,Liupo,Novembro,0.0
2023,Nampula,Nacaroa,Junho,1.0
2023,Nampula,Rapale-Nampula,Outubro,0.0
2023,Nampula,Nacaroa,Julho,1.0
2023,Cabo Delgado,Chiúre,Novembro,4.0
2023,Nampula,Namapa-Erati,Agosto,2.0
2023,Nampula,Nacaroa,Agosto,1.0
2023,Nampula,Nacaroa,Setembro,1.0
2023,Nampula,Nacaroa,Outubro,1.0
2023,Nampula,Nacaroa,Novembro,1.0
2023,Nampula,Nacaroa,Dezembro,1.0
2023,Nampula,Namapa-Erati,Janeiro,2.0
2023,Nampula,Namapa-Erati,Fevereiro,2.0
2023,Nampula,Namapa-Erati,Março,2.0
2023,Nampula,Namapa-Erati,Abril,2.0
2023,Nampula,Namapa-Erati,Maio,2.0
2023,Nampula,Namapa-Erati,Junho,2.0
2023,Nampula,Namapa-Erati,Julho,2.0
2023,Nampula,Namapa-Erati,Setembro,2.0
2023,Niassa,Mecanhelas,Dezembro,3.0
2023,Nampula,Namapa-Erati,Outubro,2.0
2023,Nampula,Namapa-Erati,Novembro,2.0
2023,Nampula,Namapa-Erati,Dezembro,2.0
2023,Nampula,Rapale-Nampula,Janeiro,0.0
2023,Nampula,Rapale-Nampula,Fevereiro,0.0
2023,Nampula,Rapale-Nampula,Março,0.0
2023,Nampula,Rapale-Nampula,Abril,0.0
2023,Nampula,Rapale-Nampula,Maio,0.0
2023,Nampula,Rapale-Nampula,Junho,0.0
2023,Nampula,Rapale-Nampula,Agosto,0.0
2023,Nampula,Larde,Janeiro,0.0
2023,Cabo Delgado,Ancuabe,Julho,1.0
2023,Nampula,Liupo,Dezembro,0.0
2023,Cabo Delgado,Ancuabe,Setembro,1.0
2023,Cabo Delgado,Ancuabe,Novembro,1.0
2023,Cabo Delgado,Ancuabe,Maio,1.0
2023,Cabo Delgado,Ancuabe,Dezembro,1.0
2023,Cabo Delgado,Balama,Janeiro,5.0
2023,Cabo Delgado,Balama,Fevereiro,5.0
2023,Cabo Delgado,Balama,Março,5.0
2023,Cabo Delgado,Balama,Abril,5.0
2023,Cabo Delgado,Balama,Maio,5.0
2023,Cabo Delgado,Balama,Junho,5.0
2023,Cabo Delgado,Balama,Julho,5.0
2023,Cabo Delgado,Balama,Agosto,5.0
2023,Cabo Delgado,Balama,Setembro,5.0
2023,Cabo Delgado,Balama,Outubro,5.0
2023,Cabo Delgado,Balama,Novembro,5.0
2023,Cabo Delgado,Balama,Dezembro,5.0
2023,Cabo Delgado,Chiúre,Janeiro,4.0
2023,Cabo Delgado,Chiúre,Fevereiro,4.0
2023,Cabo Delgado,Chiúre,Março,4.0
2023,Cabo Delgado,Chiúre,Abril,4.0
2023,Cabo Delgado,Chiúre,Maio,4.0
2023,Cabo Delgado,Chiúre,Junho,4.0
2023,Cabo Delgado,Chiúre,Julho,4.0
2023,Cabo Delgado,Chiúre,Agosto,4.0
2023,Cabo Delgado,Chiúre,Setembro,4.0
2023,Cabo Delgado,Ancuabe,Agosto,1.0
2023,Nampula,Larde,Abril,0.0
2023,Nampula,Larde,Março,0.0
2023,Nampula,Larde,Junho,0.0
2023,Cabo Delgado,Nangade,Julho,0.0
2023,Cabo Delgado,Ancuabe,Outubro,1.0
2023,Nampula,Larde,Maio,0.0
2023,Nampula,Larde,Julho,0.0
2023,Nampula,Larde,Agosto,0.0
2023,Nampula,Larde,Setembro,0.0
2023,Nampula,Larde,Outubro,0.0
2023,Nampula,Larde,Novembro,0.0
2023,Nampula,Larde,Dezembro,0.0
2023,Cabo Delgado,Cidade de Pemba,Janeiro,41.0
2023,Cabo Delgado,Cidade de Pemba,Fevereiro,40.0
2023,Cabo Delgado,Cidade de Pemba,Março,41.0
2023,Cabo Delgado,Cidade de Pemba,Abril,41.0
2023,Cabo Delgado,Cidade de Pemba,Maio,40.0
2023,Cabo Delgado,Cidade de Pemba,Junho,40.0
2023,Cabo Delgado,Cidade de Pemba,Julho,40.0
2023,Cabo Delgado,Cidade de Pemba,Agosto,40.0
2023,Cabo Delgado,Cidade de Pemba,Setembro,40.0
2023,Cabo Delgado,Cidade de Pemba,Outubro,40.0
2023,Cabo Delgado,Cidade de Pemba,Novembro,40.0
2023,Cabo Delgado,Cidade de Pemba,Dezembro,40.0
