Year,Month,Province,District,Subscribers
2025,Abril,Nampula,Cidade de Pemba,336202.0
2025,Abril,Nampula,Ibo,9645.0
2025,Abril,Nampula,Ilha de Moçambique,71355.0
2025,Abril,Nampula,Lalaua,26756.0
2025,Abril,Nampula,Larde,8256.0
2025,Abril,Nampula,Liupo,9601.0
2025,Abril,Nampula,Macomia,44507.0
2025,Abril,Nampula,Malema,94227.0
2025,Abril,Nampula,Meconta (Namialo),553762.0
2025,Abril,Nampula,Mecuburi,68157.0
2025,Abril,Nampula,Mecufi,20142.0
2025,Abril,Nampula,Meluco,14246.0
2025,Abril,Nampula,Memba,116915.0
2025,Abril,Nampula,Mocimboa da Praia,88862.0
2025,Abril,Nampula,Mogincual,96556.0
2025,Abril,Nampula,Mogovolas,144246.0
2025,Abril,Nampula,Moma,201223.0
2025,Abril,Nampula,Monapo,190846.0
2025,Abril,Nampula,Montepuez,214904.0
2025,Abril,Nampula,Mossuril,81715.0
2025,Abril,Nampula,Muecate,63543.0
2025,Abril,Nampula,Mueda,131910.0
2025,Abril,Nampula,Muidumbe,24055.0
2025,Abril,Nampula,Murrupula,101449.0
2025,Abril,Nampula,Nacala-Velha,53119.0
2025,Abril,Nampula,Nacaroa,60930.0
2025,Abril,Nampula,Namapa-Erati,109511.0
2025,Abril,Nampula,Namuno,68433.0
2025,Abril,Nampula,Nangade,41619.0
2025,Abril,Nampula,Palma,71115.0
2025,Abril,Nampula,Pemba-Metuge,78174.0
2025,Abril,Nampula,Quissanga,13057.0
2025,Abril,Nampula,Rapale-Nampula,132060.0
2025,Abril,Nampula,Ribaué,133983.0
2025,Abril,Niassa,Chimbunhila,38901.0
2025,Abril,Niassa,Cidade de Lichinga,346124.0
2025,Abril,Niassa,Cuamba,205567.0
2025,Abril,Niassa,Lago,65108.0
2025,Abril,Niassa,Mandimba,130228.0
2025,Abril,Niassa,Manjune,27515.0
2025,Abril,Niassa,Marrupa,42440.0
2025,Abril,Niassa,Mavago,14220.0
2025,Abril,Niassa,Maúa,44719.0
2025,Abril,Niassa,Mecanhelas,86460.0
2025,Abril,Niassa,Mecula,9072.0
2025,Abril,Niassa,Metarica,31566.0
2025,Abril,Niassa,Muembe,26695.0
2025,Abril,Niassa,Nipepe,23152.0
2025,Abril,Niassa,N´gauma,30549.0
2025,Abril,Niassa,Sanga,64052.0
2025,Abril,Província de Maputo,Boane,351251.0
2025,Abril,Província de Maputo,Cidade da Matola,1511951.0
2025,Abril,Província de Maputo,Cidade de Maputo,2079284.0
2025,Abril,Província de Maputo,Magude,47965.0
2025,Abril,Província de Maputo,Manhiça,227302.0
2025,Abril,Província de Maputo,Marracuene,346496.0
2025,Abril,Província de Maputo,Matutuíne,59696.0
2025,Abril,Província de Maputo,Moamba,174774.0
2025,Abril,Província de Maputo,Namaacha,45487.0
2025,Abril,Sofala,Buzi,72015.0
2025,Abril,Sofala,Caia,133308.0
2025,Abril,Sofala,Chemba,33209.0
2025,Abril,Sofala,Cheringoma,33047.0
2025,Abril,Sofala,Chibabava,45501.0
2025,Abril,Sofala,Cidade da Beira,863552.0
2025,Abril,Sofala,Dondo,216208.0
2025,Abril,Sofala,Gorongoza,108916.0
2025,Abril,Sofala,Machanga,21114.0
2025,Abril,Sofala,Maringue,61899.0
2025,Abril,Sofala,Marromeu,94967.0
2025,Abril,Sofala,Muanza,20131.0
2025,Abril,Sofala,Nhamatanda,184796.0
2025,Abril,Tete,Angónia,183370.0
2025,Abril,Tete,Cahora-Bassa,104668.0
2025,Abril,Tete,Changara,87546.0
2025,Abril,Tete,Chifunde,26402.0
2025,Abril,Tete,Chiuta,36470.0
2025,Abril,Tete,Cidade de Tete,530520.0
2025,Abril,Tete,Doa,24454.0
2025,Abril,Tete,Macanga,77280.0
2025,Abril,Tete,Marara,51317.0
2025,Abril,Tete,Maravia,12182.0
2025,Abril,Tete,Moatize,238534.0
2025,Abril,Tete,Mutarara,57275.0
2025,Abril,Tete,Mágoe,37301.0
2025,Abril,Tete,Tsangano,74124.0
2025,Abril,Tete,Zumbo,10038.0
2025,Abril,Zambézia,Alto Molócuè,183125.0
2025,Abril,Zambézia,Chinde,24804.0
2025,Abril,Zambézia,Cidade de Quelimane,458410.0
2025,Abril,Zambézia,Derre,15562.0
2025,Abril,Zambézia,Gilé,101869.0
2025,Abril,Zambézia,Gurúè,225328.0
2025,Abril,Zambézia,Ile,89450.0
2025,Abril,Zambézia,Inhassunge,37432.0
2025,Abril,Zambézia,Luabo,14776.0
2025,Abril,Zambézia,Lugela,82206.0
2025,Abril,Zambézia,Maganja da Costa,105142.0
2025,Abril,Zambézia,Milange,273281.0
2025,Abril,Zambézia,Mocuba,331532.0
2025,Abril,Zambézia,Mocubela,22403.0
2025,Abril,Zambézia,Molumbo,95996.0
2025,Abril,Zambézia,Mopeia,84529.0
2025,Abril,Zambézia,Morrumbala,136304.0
2025,Abril,Zambézia,Mulevala,70002.0
2025,Abril,Zambézia,Namacurra,97587.0
2025,Abril,Zambézia,Namarroi,63585.0
2025,Abril,Zambézia,Nicoadala,158893.0
2025,Abril,Zambézia,Pebane,108904.0
2025,Agosto,Gaza,Bilene-Macia,236810.0
2025,Agosto,Gaza,Chibuto,194750.0
2025,Agosto,Gaza,Chicualacuala,19607.0
2025,Agosto,Gaza,Chigubo,11449.0
2025,Agosto,Gaza,Chonguene,126980.0
2025,Agosto,Gaza,Chókwè,204037.0
2025,Agosto,Gaza,Cidade de Xai-Xai,197686.0
2025,Agosto,Gaza,Guijá,55590.0
2025,Agosto,Gaza,Limpopo,91308.0
2025,Agosto,Gaza,Mabalane,19317.0
2025,Agosto,Gaza,Manjacaze,110468.0
2025,Agosto,Gaza,Mapai,23369.0
2025,Agosto,Gaza,Massangena,10358.0
2025,Agosto,Gaza,Massingir,15468.0
2025,Agosto,Inhambane,Cidade de Inhambane,142759.0
2025,Agosto,Inhambane,Cidade de Maxixe,169871.0
2025,Agosto,Inhambane,Funhaloro,21629.0
2025,Agosto,Inhambane,Govuro,44456.0
2025,Agosto,Inhambane,Homoine,67652.0
2025,Agosto,Inhambane,Inharrime,103886.0
2025,Agosto,Inhambane,Inhassoro,61807.0
2025,Agosto,Inhambane,Jangamo,71903.0
2025,Agosto,Inhambane,Mabote,29682.0
2025,Agosto,Inhambane,Massinga,183517.0
2025,Agosto,Inhambane,Morrumbene,73210.0
2025,Agosto,Inhambane,Panda,25639.0
2025,Agosto,Inhambane,Vilankulo,132132.0
2025,Agosto,Inhambane,Zavala (Quissico),100848.0
2025,Agosto,Manica,Bárue,174268.0
2025,Agosto,Manica,Cidade de Chimoio,696192.0
2025,Agosto,Manica,Gondola,194337.0
2025,Agosto,Manica,Guro,61577.0
2025,Agosto,Manica,Macate,34710.0
2025,Agosto,Manica,Machaze,45527.0
2025,Agosto,Manica,Macossa,24696.0
2025,Agosto,Manica,Manica,221965.0
2025,Agosto,Manica,Mossurize,50714.0
2025,Agosto,Manica,Sussundenga,99926.0
2025,Agosto,Manica,Tambara,26770.0
2025,Agosto,Manica,Vanduzi,104051.0
2025,Agosto,Nampula,Ancuabe,122046.0
2025,Agosto,Nampula,Angoche,387028.0
2025,Agosto,Nampula,Balama,94994.0
2025,Agosto,Nampula,Cabo-Delgado,1576369.0
2025,Agosto,Nampula,Chiúre,161548.0
2025,Agosto,Nampula,Cidade de Nacala-Porto,515837.0
2025,Agosto,Nampula,Cidade de Nampula,1542107.0
2025,Agosto,Nampula,Cidade de Pemba,339738.0
2025,Agosto,Nampula,Ibo,11015.0
2025,Agosto,Nampula,Ilha de Moçambique,74578.0
2025,Agosto,Nampula,Lalaua,34980.0
2025,Agosto,Nampula,Larde,10930.0
2025,Agosto,Nampula,Liupo,11554.0
2025,Agosto,Nampula,Macomia,47984.0
2025,Agosto,Nampula,Malema,107932.0
2025,Agosto,Nampula,Meconta (Namialo),479906.0
2025,Agosto,Nampula,Mecuburi,78272.0
2025,Agosto,Nampula,Mecufi,20146.0
2025,Agosto,Nampula,Meluco,14773.0
2025,Agosto,Nampula,Memba,136351.0
2025,Agosto,Nampula,Mocimboa da Praia,89526.0
2025,Agosto,Nampula,Mogincual,93229.0
2025,Agosto,Nampula,Mogovolas,148794.0
2025,Agosto,Nampula,Moma,212343.0
2025,Agosto,Nampula,Monapo,170634.0
2025,Agosto,Nampula,Montepuez,213173.0
2025,Agosto,Nampula,Mossuril,66356.0
2025,Agosto,Nampula,Muecate,63843.0
2025,Agosto,Nampula,Mueda,139153.0
2025,Agosto,Nampula,Muidumbe,27098.0
2025,Agosto,Nampula,Murrupula,92035.0
2025,Agosto,Nampula,Nacala-Velha,51876.0
2025,Agosto,Nampula,Nacaroa,65957.0
2025,Agosto,Nampula,Namapa-Erati,120129.0
2025,Agosto,Nampula,Namuno,84949.0
2025,Agosto,Nampula,Nangade,41813.0
2025,Agosto,Nampula,Palma,62980.0
2025,Agosto,Nampula,Pemba-Metuge,89855.0
2025,Agosto,Nampula,Quissanga,15578.0
2025,Agosto,Nampula,Rapale-Nampula,138306.0
2025,Agosto,Nampula,Ribaué,125258.0
2025,Agosto,Niassa,Chimbunhila,48738.0
2025,Agosto,Niassa,Cidade de Lichinga,371935.0
2025,Agosto,Niassa,Cuamba,229033.0
2025,Agosto,Niassa,Lago,73870.0
2025,Agosto,Niassa,Mandimba,121702.0
2025,Agosto,Niassa,Manjune,31138.0
2025,Agosto,Niassa,Marrupa,45091.0
2025,Agosto,Niassa,Mavago,17459.0
2025,Agosto,Niassa,Maúa,48217.0
2025,Agosto,Niassa,Mecanhelas,98383.0
2025,Agosto,Niassa,Mecula,9548.0
2025,Agosto,Niassa,Metarica,32168.0
2025,Agosto,Niassa,Muembe,31143.0
2025,Agosto,Niassa,Nipepe,23877.0
2025,Agosto,Niassa,N´gauma,34144.0
2025,Agosto,Niassa,Sanga,66696.0
2025,Agosto,Província de Maputo,Boane,404725.0
2025,Agosto,Província de Maputo,Cidade da Matola,1621350.0
2025,Agosto,Província de Maputo,Cidade de Maputo,2249740.0
2025,Agosto,Província de Maputo,Magude,51530.0
2025,Agosto,Província de Maputo,Manhiça,223941.0
2025,Agosto,Província de Maputo,Marracuene,311958.0
2025,Agosto,Província de Maputo,Matutuíne,51265.0
2025,Agosto,Província de Maputo,Moamba,136676.0
2025,Agosto,Província de Maputo,Namaacha,38662.0
2025,Agosto,Sofala,Buzi,90427.0
2025,Agosto,Sofala,Caia,167887.0
2025,Agosto,Sofala,Chemba,40028.0
2025,Agosto,Sofala,Cheringoma,40083.0
2025,Agosto,Sofala,Chibabava,56998.0
2025,Agosto,Sofala,Cidade da Beira,1001960.0
2025,Agosto,Sofala,Dondo,206991.0
2025,Agosto,Sofala,Gorongoza,120493.0
2025,Agosto,Sofala,Machanga,21994.0
2025,Agosto,Sofala,Maringue,67676.0
2025,Agosto,Sofala,Marromeu,96671.0
2025,Agosto,Sofala,Muanza,21164.0
2025,Agosto,Sofala,Nhamatanda,158098.0
2025,Agosto,Tete,Angónia,233957.0
2025,Agosto,Tete,Cahora-Bassa,122726.0
2025,Agosto,Tete,Changara,108717.0
2025,Agosto,Tete,Chifunde,34437.0
2025,Agosto,Tete,Chiuta,42189.0
2025,Agosto,Tete,Cidade de Tete,546992.0
2025,Agosto,Tete,Doa,29961.0
2025,Agosto,Tete,Macanga,86138.0
2025,Agosto,Tete,Marara,44231.0
2025,Agosto,Tete,Maravia,11806.0
2025,Agosto,Tete,Moatize,198620.0
2025,Agosto,Tete,Mutarara,55164.0
2025,Agosto,Tete,Mágoe,36895.0
2025,Agosto,Tete,Tsangano,87514.0
2025,Agosto,Tete,Zumbo,11627.0
2025,Agosto,Zambézia,Alto Molócuè,221485.0
2025,Agosto,Zambézia,Chinde,30437.0
2025,Agosto,Zambézia,Cidade de Quelimane,477972.0
2025,Agosto,Zambézia,Derre,15582.0
2025,Agosto,Zambézia,Gilé,110754.0
2025,Agosto,Zambézia,Gurúè,245888.0
2025,Agosto,Zambézia,Ile,98843.0
2025,Agosto,Zambézia,Inhassunge,37615.0
2025,Agosto,Zambézia,Luabo,13748.0
2025,Agosto,Zambézia,Lugela,89531.0
2025,Agosto,Zambézia,Maganja da Costa,112327.0
2025,Agosto,Zambézia,Milange,270219.0
2025,Agosto,Zambézia,Mocuba,315446.0
2025,Agosto,Zambézia,Mocubela,20741.0
2025,Agosto,Zambézia,Molumbo,108882.0
2025,Agosto,Zambézia,Mopeia,85330.0
2025,Agosto,Zambézia,Morrumbala,138603.0
2025,Agosto,Zambézia,Mulevala,71917.0
2025,Agosto,Zambézia,Namacurra,94329.0
2025,Agosto,Zambézia,Namarroi,71062.0
2025,Agosto,Zambézia,Nicoadala,140233.0
2025,Agosto,Zambézia,Pebane,111770.0
2025,Dezembro,Gaza,Bilene-Macia,266412.0
2025,Dezembro,Gaza,Chibuto,231425.0
2025,Dezembro,Gaza,Chicualacuala,21297.0
2025,Dezembro,Gaza,Chigubo,12780.0
2025,Dezembro,Gaza,Chonguene,150236.0
2025,Dezembro,Gaza,Chókwè,222580.0
2025,Dezembro,Gaza,Cidade de Xai-Xai,205214.0
2025,Dezembro,Gaza,Guijá,66337.0
2025,Dezembro,Gaza,Limpopo,113999.0
2025,Dezembro,Gaza,Mabalane,21741.0
2025,Dezembro,Gaza,Manjacaze,111326.0
2025,Dezembro,Gaza,Mapai,26451.0
2025,Dezembro,Gaza,Massangena,11780.0
2025,Dezembro,Gaza,Massingir,17590.0
2025,Dezembro,Inhambane,Cidade de Inhambane,127575.0
2025,Dezembro,Inhambane,Cidade de Maxixe,159729.0
2025,Dezembro,Inhambane,Funhaloro,25896.0
2025,Dezembro,Inhambane,Govuro,46916.0
2025,Dezembro,Inhambane,Homoine,82652.0
2025,Dezembro,Inhambane,Inharrime,121438.0
2025,Dezembro,Inhambane,Inhassoro,66153.0
2025,Dezembro,Inhambane,Jangamo,92344.0
2025,Dezembro,Inhambane,Mabote,33468.0
2025,Dezembro,Inhambane,Massinga,214261.0
2025,Dezembro,Inhambane,Morrumbene,87741.0
2025,Dezembro,Inhambane,Panda,31518.0
2025,Dezembro,Inhambane,Vilankulo,146258.0
2025,Dezembro,Inhambane,Zavala (Quissico),124175.0
2025,Dezembro,Manica,Bárue,188027.0
2025,Dezembro,Manica,Cidade de Chimoio,747653.0
2025,Dezembro,Manica,Gondola,213152.0
2025,Dezembro,Manica,Guro,63377.0
2025,Dezembro,Manica,Macate,38184.0
2025,Dezembro,Manica,Machaze,51183.0
2025,Dezembro,Manica,Macossa,26105.0
2025,Dezembro,Manica,Manica,229547.0
2025,Dezembro,Manica,Mossurize,54818.0
2025,Dezembro,Manica,Sussundenga,109050.0
2025,Dezembro,Manica,Tambara,28219.0
2025,Dezembro,Manica,Vanduzi,118633.0
2025,Dezembro,Nampula,Ancuabe,128307.0
2025,Dezembro,Nampula,Angoche,431004.0
2025,Dezembro,Nampula,Balama,109470.0
2025,Dezembro,Nampula,Cabo-Delgado,1701893.0
2025,Dezembro,Nampula,Chiúre,175309.0
2025,Dezembro,Nampula,Cidade de Nacala-Porto,597444.0
2025,Dezembro,Nampula,Cidade de Nampula,1730592.0
2025,Dezembro,Nampula,Cidade de Pemba,317585.0
2025,Dezembro,Nampula,Ibo,12030.0
2025,Dezembro,Nampula,Ilha de Moçambique,72604.0
2025,Dezembro,Nampula,Lalaua,36681.0
2025,Dezembro,Nampula,Larde,32603.0
2025,Dezembro,Nampula,Liupo,36174.0
2025,Dezembro,Nampula,Macomia,53555.0
2025,Dezembro,Nampula,Malema,118741.0
2025,Dezembro,Nampula,Meconta (Namialo),497575.0
2025,Dezembro,Nampula,Mecuburi,85790.0
2025,Dezembro,Nampula,Mecufi,30892.0
2025,Dezembro,Nampula,Meluco,17246.0
2025,Dezembro,Nampula,Memba,147954.0
2025,Dezembro,Nampula,Mocimboa da Praia,79220.0
2025,Dezembro,Nampula,Mogincual,77567.0
2025,Dezembro,Nampula,Mogovolas,166502.0
2025,Dezembro,Nampula,Moma,217609.0
2025,Dezembro,Nampula,Monapo,189256.0
2025,Dezembro,Nampula,Montepuez,241556.0
2025,Dezembro,Nampula,Mossuril,80986.0
2025,Dezembro,Nampula,Muecate,73609.0
2025,Dezembro,Nampula,Mueda,162371.0
2025,Dezembro,Nampula,Muidumbe,31184.0
2025,Dezembro,Nampula,Murrupula,104782.0
2025,Dezembro,Nampula,Nacala-Velha,59433.0
2025,Dezembro,Nampula,Nacaroa,73703.0
2025,Dezembro,Nampula,Namapa-Erati,138849.0
2025,Dezembro,Nampula,Namuno,91083.0
2025,Dezembro,Nampula,Nangade,51613.0
2025,Dezembro,Nampula,Palma,72917.0
2025,Dezembro,Nampula,Pemba-Metuge,107025.0
2025,Dezembro,Nampula,Quissanga,20530.0
2025,Dezembro,Nampula,Rapale-Nampula,169788.0
2025,Dezembro,Nampula,Ribaué,140957.0
2025,Dezembro,Niassa,Chimbunhila,52174.0
2025,Dezembro,Niassa,Cidade de Lichinga,383719.0
2025,Dezembro,Niassa,Cuamba,242413.0
2025,Dezembro,Niassa,Lago,83895.0
2025,Dezembro,Niassa,Mandimba,130308.0
2025,Dezembro,Niassa,Manjune,34250.0
2025,Dezembro,Niassa,Marrupa,48020.0
2025,Dezembro,Niassa,Mavago,19377.0
2025,Dezembro,Niassa,Maúa,54599.0
2025,Dezembro,Niassa,Mecanhelas,117675.0
2025,Dezembro,Niassa,Mecula,9993.0
2025,Dezembro,Niassa,Metarica,36334.0
2025,Dezembro,Niassa,Muembe,33602.0
2025,Dezembro,Niassa,Nipepe,26804.0
2025,Dezembro,Niassa,N´gauma,38995.0
2025,Dezembro,Niassa,Sanga,69946.0
2025,Dezembro,Província de Maputo,Boane,425908.0
2025,Dezembro,Província de Maputo,Cidade da Matola,1501791.0
2025,Dezembro,Província de Maputo,Cidade de Maputo,2355539.0
2025,Dezembro,Província de Maputo,Magude,56938.0
2025,Dezembro,Província de Maputo,Manhiça,250564.0
2025,Dezembro,Província de Maputo,Marracuene,340947.0
2025,Dezembro,Província de Maputo,Matutuíne,62467.0
2025,Dezembro,Província de Maputo,Moamba,160119.0
2025,Dezembro,Província de Maputo,Namaacha,45134.0
2025,Dezembro,Sofala,Buzi,97471.0
2025,Dezembro,Sofala,Caia,180814.0
2025,Dezembro,Sofala,Chemba,42800.0
2025,Dezembro,Sofala,Cheringoma,43497.0
2025,Dezembro,Sofala,Chibabava,67785.0
2025,Dezembro,Sofala,Cidade da Beira,1060188.0
2025,Dezembro,Sofala,Dondo,227006.0
2025,Dezembro,Sofala,Gorongoza,131785.0
2025,Dezembro,Sofala,Machanga,29616.0
2025,Dezembro,Sofala,Maringue,72823.0
2025,Dezembro,Sofala,Marromeu,104790.0
2025,Dezembro,Sofala,Muanza,22514.0
2025,Dezembro,Sofala,Nhamatanda,176050.0
2025,Dezembro,Tete,Angónia,261680.0
2025,Dezembro,Tete,Cahora-Bassa,111848.0
2025,Dezembro,Tete,Changara,117977.0
2025,Dezembro,Tete,Chifunde,37686.0
2025,Dezembro,Tete,Chiuta,50241.0
2025,Dezembro,Tete,Cidade de Tete,537405.0
2025,Dezembro,Tete,Doa,33772.0
2025,Dezembro,Tete,Macanga,91175.0
2025,Dezembro,Tete,Marara,55351.0
2025,Dezembro,Tete,Maravia,12965.0
2025,Dezembro,Tete,Moatize,247960.0
2025,Dezembro,Tete,Mutarara,63236.0
2025,Dezembro,Tete,Mágoe,40877.0
2025,Dezembro,Tete,Tsangano,88434.0
2025,Dezembro,Tete,Zumbo,13981.0
2025,Dezembro,Zambézia,Alto Molócuè,219680.0
2025,Dezembro,Zambézia,Chinde,32597.0
2025,Dezembro,Zambézia,Cidade de Quelimane,536977.0
2025,Dezembro,Zambézia,Derre,17848.0
2025,Dezembro,Zambézia,Gilé,122968.0
2025,Dezembro,Zambézia,Gurúè,265229.0
2025,Dezembro,Zambézia,Ile,113128.0
2025,Dezembro,Zambézia,Inhassunge,44697.0
2025,Dezembro,Zambézia,Luabo,18030.0
2025,Dezembro,Zambézia,Lugela,100500.0
2025,Dezembro,Zambézia,Maganja da Costa,121913.0
2025,Dezembro,Zambézia,Milange,281855.0
2025,Dezembro,Zambézia,Mocuba,356060.0
2025,Dezembro,Zambézia,Mocubela,26129.0
2025,Dezembro,Zambézia,Molumbo,111154.0
2025,Dezembro,Zambézia,Mopeia,101105.0
2025,Dezembro,Zambézia,Morrumbala,159111.0
2025,Dezembro,Zambézia,Mulevala,80000.0
2025,Dezembro,Zambézia,Namacurra,110968.0
2025,Dezembro,Zambézia,Namarroi,71309.0
2025,Dezembro,Zambézia,Nicoadala,164063.0
2025,Dezembro,Zambézia,Pebane,126103.0
2025,Fevereiro,Gaza,Bilene-Macia,187842.0
2025,Fevereiro,Gaza,Chibuto,153186.0
2025,Fevereiro,Gaza,Chicualacuala,16373.0
2025,Fevereiro,Gaza,Chigubo,9265.0
2025,Fevereiro,Gaza,Chonguene,101972.0
2025,Fevereiro,Gaza,Chókwè,163667.0
2025,Fevereiro,Gaza,Cidade de Xai-Xai,180780.0
2025,Fevereiro,Gaza,Guijá,48921.0
2025,Fevereiro,Gaza,Limpopo,91026.0
2025,Fevereiro,Gaza,Mabalane,17110.0
2025,Fevereiro,Gaza,Manjacaze,103430.0
2025,Fevereiro,Gaza,Mapai,21428.0
2025,Fevereiro,Gaza,Massangena,8369.0
2025,Fevereiro,Gaza,Massingir,13763.0
2025,Fevereiro,Inhambane,Cidade de Inhambane,117660.0
2025,Fevereiro,Inhambane,Cidade de Maxixe,152667.0
2025,Fevereiro,Inhambane,Funhaloro,18874.0
2025,Fevereiro,Inhambane,Govuro,35040.0
2025,Fevereiro,Inhambane,Homoine,60218.0
2025,Fevereiro,Inhambane,Inharrime,91222.0
2025,Fevereiro,Inhambane,Inhassoro,57337.0
2025,Fevereiro,Inhambane,Jangamo,70180.0
2025,Fevereiro,Inhambane,Mabote,24181.0
2025,Fevereiro,Inhambane,Massinga,172223.0
2025,Fevereiro,Inhambane,Morrumbene,72756.0
2025,Fevereiro,Inhambane,Panda,26335.0
2025,Fevereiro,Inhambane,Vilankulo,133439.0
2025,Fevereiro,Inhambane,Zavala (Quissico),104321.0
2025,Fevereiro,Manica,Bárue,137674.0
2025,Fevereiro,Manica,Cidade de Chimoio,565968.0
2025,Fevereiro,Manica,Gondola,176204.0
2025,Fevereiro,Manica,Guro,55205.0
2025,Fevereiro,Manica,Macate,28318.0
2025,Fevereiro,Manica,Machaze,36468.0
2025,Fevereiro,Manica,Macossa,19099.0
2025,Fevereiro,Manica,Manica,194491.0
2025,Fevereiro,Manica,Mossurize,41089.0
2025,Fevereiro,Manica,Sussundenga,96813.0
2025,Fevereiro,Manica,Tambara,23075.0
2025,Fevereiro,Manica,Vanduzi,104322.0
2025,Fevereiro,Nampula,Ancuabe,92598.0
2025,Fevereiro,Nampula,Angoche,386620.0
2025,Fevereiro,Nampula,Balama,67275.0
2025,Fevereiro,Nampula,Cabo-Delgado,1351266.0
2025,Fevereiro,Nampula,Chiúre,112295.0
2025,Fevereiro,Nampula,Cidade de Nacala-Porto,466986.0
2025,Fevereiro,Nampula,Cidade de Nampula,1376068.0
2025,Fevereiro,Nampula,Cidade de Pemba,320831.0
2025,Fevereiro,Nampula,Ibo,9363.0
2025,Fevereiro,Nampula,Ilha de Moçambique,71916.0
2025,Fevereiro,Nampula,Lalaua,25428.27
2025,Fevereiro,Nampula,Larde,6718.0
2025,Fevereiro,Nampula,Liupo,9558.0
2025,Fevereiro,Nampula,Macomia,41246.0
2025,Fevereiro,Nampula,Malema,86807.0
2025,Fevereiro,Nampula,Meconta (Namialo),438147.0
2025,Fevereiro,Nampula,Mecuburi,62325.0
2025,Fevereiro,Nampula,Mecufi,18531.0
2025,Fevereiro,Nampula,Meluco,13625.0
2025,Fevereiro,Nampula,Memba,108054.0
2025,Fevereiro,Nampula,Mocimboa da Praia,84462.0
2025,Fevereiro,Nampula,Mogincual,88259.0
2025,Fevereiro,Nampula,Mogovolas,133792.0
2025,Fevereiro,Nampula,Moma,194537.0
2025,Fevereiro,Nampula,Monapo,176890.0
2025,Fevereiro,Nampula,Montepuez,196466.0
2025,Fevereiro,Nampula,Mossuril,76755.0
2025,Fevereiro,Nampula,Muecate,61016.0
2025,Fevereiro,Nampula,Mueda,124141.0
2025,Fevereiro,Nampula,Muidumbe,21657.0
2025,Fevereiro,Nampula,Murrupula,93555.0
2025,Fevereiro,Nampula,Nacala-Velha,48617.0
2025,Fevereiro,Nampula,Nacaroa,54373.0
2025,Fevereiro,Nampula,Namapa-Erati,96196.0
2025,Fevereiro,Nampula,Namuno,58574.0
2025,Fevereiro,Nampula,Nangade,40542.0
2025,Fevereiro,Nampula,Palma,62885.0
2025,Fevereiro,Nampula,Pemba-Metuge,75071.0
2025,Fevereiro,Nampula,Quissanga,11704.0
2025,Fevereiro,Nampula,Rapale-Nampula,114084.0
2025,Fevereiro,Nampula,Ribaué,120292.0
2025,Fevereiro,Niassa,Chimbunhila,39599.0
2025,Fevereiro,Niassa,Cidade de Lichinga,334868.0
2025,Fevereiro,Niassa,Cuamba,194138.0
2025,Fevereiro,Niassa,Lago,60515.0
2025,Fevereiro,Niassa,Mandimba,122868.0
2025,Fevereiro,Niassa,Manjune,24974.0
2025,Fevereiro,Niassa,Marrupa,40090.0
2025,Fevereiro,Niassa,Mavago,13660.0
2025,Fevereiro,Niassa,Maúa,42431.0
2025,Fevereiro,Niassa,Mecanhelas,76287.0
2025,Fevereiro,Niassa,Mecula,8678.0
