Year,Province,District,Month,POSs_Number
2021,Zambézia,Inhassunge,Junho,3.0
2021,Zambézia,Inhassunge,Maio,3.0
2021,Zambézia,Inhassunge,Abril,3.0
2021,Zambézia,Inhassunge,Março,3.0
2021,Zambézia,Inhassunge,Fevereiro,4.0
2021,Zambézia,Inhassunge,Janeiro,4.0
2021,Zambézia,Ile,Dezembro,26.0
2021,Zambézia,Ile,Novembro,23.0
2021,Zambézia,Ile,Outubro,28.0
2021,Zambézia,Ile,Setembro,27.0
2021,Zambézia,Ile,Agosto,26.0
2021,Zambézia,Ile,Julho,25.0
2021,Zambézia,Ile,Junho,25.0
2021,Zambézia,Ile,Maio,26.0
2021,Zambézia,Ile,Abril,27.0
2021,Zambézia,Ile,Março,27.0
2021,Zambézia,Ile,Fevereiro,26.0
2021,Zambézia,Ile,Janeiro,25.0
2021,Zambézia,Gurúè,Dezembro,50.0
2021,Zambézia,Gurúè,Novembro,50.0
2021,Zambézia,Gurúè,Outubro,48.0
2021,Zambézia,Gurúè,Setembro,49.0
2021,Zambézia,Gurúè,Agosto,47.0
2021,Zambézia,Gurúè,Julho,49.0
2021,Zambézia,Inhassunge,Julho,3.0
2021,Zambézia,Luabo,Março,0.0
2021,Zambézia,Mocuba,Setembro,175.0
2021,Zambézia,Morrumbala,Dezembro,38.0
2021,Zambézia,Nicoadala,Agosto,31.0
2021,Zambézia,Molumbo,Agosto,0.0
2021,Zambézia,Molumbo,Julho,0.0
2021,Zambézia,Molumbo,Junho,0.0
2021,Zambézia,Molumbo,Maio,0.0
2021,Zambézia,Molumbo,Abril,0.0
2021,Zambézia,Molumbo,Março,0.0
2021,Zambézia,Molumbo,Fevereiro,0.0
2021,Zambézia,Molumbo,Janeiro,0.0
2021,Zambézia,Pebane,Dezembro,45.0
2021,Zambézia,Pebane,Novembro,48.0
2021,Zambézia,Pebane,Outubro,49.0
2021,Zambézia,Pebane,Setembro,51.0
2021,Zambézia,Pebane,Agosto,45.0
2021,Zambézia,Pebane,Julho,44.0
2021,Zambézia,Pebane,Junho,44.0
2021,Zambézia,Pebane,Maio,44.0
2021,Zambézia,Pebane,Abril,43.0
2021,Zambézia,Pebane,Março,41.0
2021,Zambézia,Pebane,Fevereiro,44.0
2021,Zambézia,Pebane,Janeiro,44.0
2021,Zambézia,Nicoadala,Dezembro,31.0
2021,Zambézia,Nicoadala,Novembro,30.0
2021,Zambézia,Nicoadala,Outubro,30.0
2021,Zambézia,Nicoadala,Setembro,31.0
2021,Zambézia,Nicoadala,Julho,32.0
2021,Zambézia,Molumbo,Outubro,0.0
2021,Zambézia,Molumbo,Novembro,0.0
2021,Zambézia,Molumbo,Dezembro,0.0
2021,Zambézia,Mocubela,Janeiro,0.0
2021,Zambézia,Luabo,Janeiro,0.0
2021,Zambézia,Mulevala,Dezembro,0.0
2021,Zambézia,Mulevala,Novembro,0.0
2021,Zambézia,Mulevala,Outubro,0.0
2021,Zambézia,Mulevala,Setembro,0.0
2021,Zambézia,Mulevala,Agosto,0.0
2021,Zambézia,Mulevala,Julho,0.0
2021,Zambézia,Mulevala,Junho,0.0
2021,Zambézia,Mulevala,Maio,0.0
2021,Zambézia,Mulevala,Abril,0.0
2021,Zambézia,Mulevala,Março,0.0
2021,Zambézia,Mulevala,Fevereiro,0.0
2021,Zambézia,Mulevala,Janeiro,0.0
2021,Zambézia,Mocubela,Dezembro,0.0
2021,Zambézia,Mocubela,Novembro,0.0
2021,Zambézia,Mocubela,Outubro,0.0
2021,Zambézia,Mocubela,Setembro,0.0
2021,Zambézia,Mocubela,Agosto,0.0
2021,Zambézia,Mocubela,Julho,0.0
2021,Zambézia,Mocubela,Junho,0.0
2021,Zambézia,Mocubela,Maio,0.0
2021,Zambézia,Mocubela,Abril,0.0
2021,Zambézia,Mocubela,Março,0.0
2021,Zambézia,Mocubela,Fevereiro,0.0
2021,Zambézia,Luabo,Fevereiro,0.0
2021,Zambézia,Molumbo,Setembro,0.0
2021,Zambézia,Mocuba,Agosto,175.0
2021,Zambézia,Gilé,Novembro,42.0
2021,Zambézia,Nicoadala,Junho,29.0
2021,Zambézia,Morrumbala,Outubro,41.0
2021,Zambézia,Morrumbala,Setembro,43.0
2021,Zambézia,Morrumbala,Agosto,45.0
2021,Zambézia,Morrumbala,Julho,46.0
2021,Zambézia,Morrumbala,Junho,45.0
2021,Zambézia,Morrumbala,Maio,43.0
2021,Zambézia,Morrumbala,Abril,36.0
2021,Zambézia,Morrumbala,Março,39.0
2021,Zambézia,Morrumbala,Fevereiro,40.0
2021,Zambézia,Morrumbala,Janeiro,43.0
2021,Zambézia,Mopeia,Dezembro,28.0
2021,Zambézia,Mopeia,Novembro,28.0
2021,Zambézia,Mopeia,Outubro,28.0
2021,Zambézia,Mopeia,Setembro,27.0
2021,Zambézia,Mopeia,Agosto,28.0
2021,Zambézia,Mopeia,Julho,28.0
2021,Zambézia,Mopeia,Junho,26.0
2021,Zambézia,Mopeia,Maio,27.0
2021,Zambézia,Mopeia,Abril,25.0
2021,Zambézia,Mopeia,Março,32.0
2021,Zambézia,Mopeia,Fevereiro,33.0
2021,Zambézia,Mopeia,Janeiro,36.0
2021,Zambézia,Mocuba,Dezembro,171.0
2021,Zambézia,Mocuba,Novembro,174.0
2021,Zambézia,Morrumbala,Novembro,40.0
2021,Zambézia,Nicoadala,Maio,30.0
2021,Zambézia,Namacurra,Janeiro,15.0
2021,Zambézia,Namacurra,Fevereiro,15.0
2021,Zambézia,Namacurra,Março,14.0
2021,Zambézia,Nicoadala,Março,31.0
2021,Zambézia,Nicoadala,Fevereiro,32.0
2021,Zambézia,Nicoadala,Janeiro,32.0
2021,Zambézia,Namarroi,Dezembro,18.0
2021,Zambézia,Namarroi,Novembro,19.0
2021,Zambézia,Namarroi,Outubro,19.0
2021,Zambézia,Namarroi,Setembro,19.0
2021,Zambézia,Namarroi,Agosto,17.0
2021,Zambézia,Namarroi,Julho,17.0
2021,Zambézia,Namarroi,Junho,18.0
2021,Zambézia,Namarroi,Maio,19.0
2021,Zambézia,Namarroi,Abril,17.0
2021,Zambézia,Namarroi,Março,18.0
2021,Zambézia,Namarroi,Fevereiro,18.0
2021,Zambézia,Namarroi,Janeiro,19.0
2021,Zambézia,Namacurra,Dezembro,16.0
2021,Zambézia,Namacurra,Novembro,16.0
2021,Zambézia,Namacurra,Outubro,17.0
2021,Zambézia,Namacurra,Setembro,16.0
2021,Zambézia,Namacurra,Agosto,13.0
2021,Zambézia,Namacurra,Julho,12.0
2021,Zambézia,Namacurra,Junho,13.0
2021,Zambézia,Namacurra,Maio,13.0
2021,Zambézia,Namacurra,Abril,13.0
2021,Zambézia,Nicoadala,Abril,29.0
2021,Cabo Delgado,Nangade,Outubro,11.0
2021,Niassa,Chimbunhila,Janeiro,5.0
2021,Niassa,Manjune,Dezembro,8.0
2021,Niassa,Mandimba,Fevereiro,9.0
2021,Cabo Delgado,Nangade,Dezembro,10.0
2021,Niassa,Manjune,Novembro,8.0
2021,Niassa,Manjune,Outubro,8.0
2021,Niassa,Manjune,Setembro,10.0
2021,Niassa,Manjune,Agosto,9.0
2021,Niassa,Manjune,Julho,10.0
2021,Niassa,Manjune,Junho,11.0
2021,Niassa,Manjune,Maio,12.0
2021,Niassa,Manjune,Abril,12.0
2021,Niassa,Manjune,Março,13.0
2021,Niassa,Maúa,Julho,18.0
2021,Niassa,Manjune,Fevereiro,13.0
2021,Niassa,Manjune,Janeiro,13.0
2021,Niassa,Lago,Novembro,14.0
2021,Niassa,Lago,Outubro,16.0
2021,Niassa,Lago,Setembro,18.0
2021,Niassa,Lago,Agosto,19.0
2021,Niassa,Lago,Julho,16.0
2021,Niassa,Lago,Junho,18.0
2021,Niassa,Lago,Maio,19.0
2021,Niassa,Lago,Abril,18.0
2021,Niassa,Lago,Março,22.0
2021,Niassa,Lago,Fevereiro,25.0
2021,Niassa,Mandimba,Janeiro,9.0
2021,Niassa,Mandimba,Março,11.0
2021,Niassa,Maúa,Maio,6.0
2021,Niassa,Cuamba,Dezembro,120.0
2021,Niassa,Mandimba,Abril,11.0
2021,Niassa,Maúa,Abril,8.0
2021,Niassa,Maúa,Março,12.0
2021,Niassa,Maúa,Fevereiro,13.0
2021,Niassa,Maúa,Janeiro,13.0
2021,Niassa,Marrupa,Dezembro,22.0
2021,Niassa,Marrupa,Novembro,22.0
2021,Niassa,Marrupa,Outubro,21.0
2021,Niassa,Marrupa,Setembro,18.0
2021,Niassa,Marrupa,Agosto,19.0
2021,Niassa,Marrupa,Julho,18.0
2021,Niassa,Marrupa,Junho,19.0
2021,Niassa,Marrupa,Maio,18.0
2021,Niassa,Marrupa,Abril,18.0
2021,Niassa,Marrupa,Março,19.0
2021,Niassa,Marrupa,Fevereiro,23.0
2021,Niassa,Marrupa,Janeiro,22.0
2021,Niassa,Mandimba,Dezembro,9.0
2021,Niassa,Mandimba,Novembro,10.0
2021,Niassa,Mandimba,Outubro,10.0
2021,Niassa,Mandimba,Setembro,10.0
2021,Niassa,Mandimba,Agosto,10.0
2021,Niassa,Mandimba,Julho,10.0
2021,Niassa,Mandimba,Junho,9.0
2021,Niassa,Mandimba,Maio,11.0
2021,Niassa,Lago,Janeiro,26.0
2021,Niassa,Lago,Dezembro,13.0
2021,Niassa,Cuamba,Novembro,118.0
2021,Niassa,Cuamba,Outubro,118.0
2021,Cabo Delgado,Quissanga,Maio,5.0
2021,Cabo Delgado,Pemba-Metuge,Fevereiro,28.0
2021,Cabo Delgado,Quissanga,Janeiro,5.0
2021,Cabo Delgado,Pemba-Metuge,Dezembro,29.0
2021,Cabo Delgado,Pemba-Metuge,Novembro,30.0
2021,Cabo Delgado,Pemba-Metuge,Outubro,31.0
2021,Cabo Delgado,Pemba-Metuge,Setembro,33.0
2021,Cabo Delgado,Pemba-Metuge,Agosto,29.0
2021,Cabo Delgado,Pemba-Metuge,Julho,28.0
2021,Cabo Delgado,Pemba-Metuge,Junho,27.0
2021,Cabo Delgado,Pemba-Metuge,Maio,27.0
2021,Cabo Delgado,Pemba-Metuge,Abril,28.0
2021,Cabo Delgado,Pemba-Metuge,Março,27.0
2021,Cabo Delgado,Pemba-Metuge,Janeiro,28.0
2021,Niassa,Maúa,Junho,17.0
2021,Cabo Delgado,Palma,Dezembro,22.0
2021,Cabo Delgado,Palma,Novembro,22.0
2021,Cabo Delgado,Palma,Outubro,22.0
2021,Cabo Delgado,Palma,Setembro,41.0
2021,Cabo Delgado,Palma,Agosto,45.0
2021,Cabo Delgado,Palma,Julho,45.0
2021,Cabo Delgado,Palma,Junho,45.0
2021,Cabo Delgado,Palma,Maio,35.0
2021,Cabo Delgado,Palma,Abril,44.0
2021,Cabo Delgado,Palma,Março,47.0
2021,Cabo Delgado,Quissanga,Julho,5.0
2021,Niassa,Maúa,Agosto,24.0
2021,Niassa,Cuamba,Agosto,115.0
2021,Cabo Delgado,Quissanga,Agosto,5.0
2021,Niassa,Cuamba,Setembro,118.0
2021,Cabo Delgado,Quissanga,Março,5.0
2021,Niassa,Cuamba,Julho,108.0
2021,Niassa,Cuamba,Junho,109.0
2021,Niassa,Cuamba,Maio,105.0
2021,Niassa,Cuamba,Abril,108.0
2021,Niassa,Cuamba,Março,116.0
2021,Niassa,Cuamba,Fevereiro,118.0
2021,Niassa,Cuamba,Janeiro,116.0
2021,Niassa,Cidade de Lichinga,Dezembro,343.0
2021,Niassa,Cidade de Lichinga,Novembro,357.0
2021,Niassa,Cidade de Lichinga,Outubro,357.0
2021,Niassa,Cidade de Lichinga,Setembro,353.0
2021,Niassa,Cidade de Lichinga,Agosto,357.0
2021,Niassa,Cidade de Lichinga,Julho,352.0
2021,Niassa,Cidade de Lichinga,Junho,349.0
2021,Niassa,Cidade de Lichinga,Maio,334.0
2021,Niassa,Cidade de Lichinga,Abril,340.0
2021,Niassa,Cidade de Lichinga,Março,382.0
2021,Niassa,Cidade de Lichinga,Fevereiro,389.0
2021,Niassa,Cidade de Lichinga,Janeiro,387.0
2021,Cabo Delgado,Quissanga,Dezembro,3.0
2021,Cabo Delgado,Quissanga,Novembro,5.0
2021,Cabo Delgado,Quissanga,Outubro,5.0
2021,Cabo Delgado,Quissanga,Setembro,6.0
2021,Cabo Delgado,Quissanga,Junho,5.0
2021,Cabo Delgado,Quissanga,Fevereiro,5.0
2021,Niassa,Nipepe,Agosto,5.0
2021,Niassa,Maúa,Outubro,26.0
2021,Niassa,Muembe,Julho,3.0
2021,Cabo Delgado,Palma,Fevereiro,55.0
2021,Niassa,Nipepe,Junho,5.0
2021,Niassa,Nipepe,Maio,4.0
2021,Niassa,Nipepe,Abril,4.0
2021,Niassa,Nipepe,Março,7.0
2021,Niassa,Nipepe,Fevereiro,7.0
2021,Niassa,Nipepe,Janeiro,7.0
2021,Niassa,N´gauma,Dezembro,1.0
2021,Niassa,N´gauma,Novembro,1.0
2021,Niassa,N´gauma,Outubro,1.0
2021,Niassa,N´gauma,Setembro,4.0
2021,Niassa,N´gauma,Agosto,0.0
2021,Niassa,N´gauma,Julho,0.0
2021,Niassa,N´gauma,Junho,0.0
2021,Niassa,N´gauma,Maio,0.0
2021,Niassa,N´gauma,Abril,0.0
2021,Niassa,N´gauma,Março,1.0
2021,Niassa,N´gauma,Fevereiro,2.0
2021,Niassa,N´gauma,Janeiro,2.0
2021,Niassa,Muembe,Dezembro,3.0
2021,Niassa,Muembe,Novembro,3.0
2021,Niassa,Muembe,Outubro,3.0
2021,Niassa,Muembe,Setembro,3.0
2021,Niassa,Muembe,Agosto,3.0
2021,Niassa,Nipepe,Outubro,6.0
2021,Niassa,Nipepe,Setembro,6.0
2021,Niassa,Nipepe,Julho,5.0
2021,Niassa,Nipepe,Dezembro,6.0
2021,Zambézia,Alto Molócuè,Janeiro,72.0
2021,Niassa,Chimbunhila,Dezembro,3.0
2021,Niassa,Chimbunhila,Novembro,0.0
2021,Niassa,Chimbunhila,Outubro,1.0
2021,Niassa,Chimbunhila,Setembro,2.0
2021,Niassa,Chimbunhila,Agosto,3.0
2021,Niassa,Chimbunhila,Julho,3.0
2021,Niassa,Chimbunhila,Junho,3.0
2021,Niassa,Chimbunhila,Maio,4.0
2021,Niassa,Chimbunhila,Abril,4.0
2021,Niassa,Chimbunhila,Março,4.0
2021,Niassa,Chimbunhila,Fevereiro,4.0
2021,Niassa,Nipepe,Novembro,6.0
2021,Niassa,Sanga,Dezembro,9.0
2021,Niassa,Sanga,Novembro,9.0
2021,Niassa,Sanga,Outubro,9.0
2021,Niassa,Sanga,Setembro,6.0
2021,Niassa,Sanga,Agosto,7.0
2021,Niassa,Sanga,Julho,6.0
2021,Niassa,Sanga,Junho,4.0
2021,Niassa,Sanga,Maio,4.0
2021,Niassa,Sanga,Abril,4.0
2021,Niassa,Sanga,Março,4.0
2021,Niassa,Sanga,Fevereiro,4.0
2021,Niassa,Sanga,Janeiro,4.0
2021,Zambézia,Alto Molócuè,Fevereiro,71.0
2021,Cabo Delgado,Quissanga,Abril,5.0
2021,Niassa,Mecula,Janeiro,11.0
2021,Niassa,Muembe,Junho,3.0
2021,Niassa,Muembe,Maio,3.0
2021,Niassa,Mecanhelas,Outubro,26.0
2021,Niassa,Mecanhelas,Setembro,28.0
2021,Niassa,Mecanhelas,Agosto,27.0
2021,Niassa,Mecanhelas,Julho,27.0
2021,Niassa,Mecanhelas,Junho,29.0
2021,Niassa,Mecanhelas,Maio,30.0
2021,Niassa,Mecanhelas,Abril,29.0
2021,Niassa,Mecanhelas,Março,35.0
2021,Niassa,Mecanhelas,Fevereiro,39.0
2021,Niassa,Mecanhelas,Janeiro,39.0
2021,Niassa,Mavago,Dezembro,2.0
2021,Niassa,Mavago,Novembro,3.0
2021,Niassa,Mavago,Outubro,3.0
2021,Niassa,Mavago,Setembro,3.0
2021,Niassa,Mavago,Agosto,3.0
2021,Niassa,Mavago,Julho,3.0
2021,Niassa,Mavago,Junho,5.0
2021,Niassa,Mavago,Maio,4.0
2021,Niassa,Mavago,Abril,5.0
2021,Niassa,Mavago,Março,12.0
2021,Niassa,Mavago,Fevereiro,12.0
2021,Niassa,Mavago,Janeiro,12.0
2021,Niassa,Maúa,Dezembro,23.0
2021,Niassa,Maúa,Novembro,26.0
2021,Niassa,Muembe,Abril,3.0
2021,Niassa,Mecanhelas,Novembro,25.0
2021,Niassa,Mecanhelas,Dezembro,22.0
2021,Niassa,Maúa,Setembro,26.0
2021,Niassa,Mecula,Fevereiro,12.0
2021,Niassa,Muembe,Fevereiro,4.0
2021,Niassa,Muembe,Janeiro,4.0
2021,Niassa,Metarica,Dezembro,4.0
2021,Niassa,Metarica,Novembro,5.0
2021,Niassa,Metarica,Outubro,5.0
2021,Niassa,Metarica,Setembro,5.0
2021,Niassa,Metarica,Agosto,4.0
2021,Niassa,Metarica,Julho,4.0
2021,Niassa,Metarica,Junho,4.0
2021,Niassa,Metarica,Maio,4.0
2021,Niassa,Metarica,Abril,4.0
2021,Niassa,Metarica,Março,4.0
2021,Niassa,Metarica,Fevereiro,4.0
2021,Niassa,Metarica,Janeiro,4.0
2021,Niassa,Mecula,Dezembro,6.0
2021,Niassa,Mecula,Novembro,6.0
2021,Niassa,Mecula,Outubro,7.0
2021,Niassa,Mecula,Setembro,7.0
2021,Niassa,Mecula,Agosto,6.0
2021,Niassa,Mecula,Julho,6.0
2021,Niassa,Mecula,Junho,6.0
2021,Niassa,Mecula,Maio,5.0
2021,Niassa,Mecula,Abril,5.0
2021,Niassa,Mecula,Março,12.0
2021,Niassa,Muembe,Março,3.0
2021,Cabo Delgado,Palma,Janeiro,48.0
2021,Cabo Delgado,Mecufi,Agosto,6.0
2021,Cabo Delgado,Nangade,Novembro,10.0
2021,Nampula,Larde,Junho,0.0
2021,Cabo Delgado,Ancuabe,Junho,29.0
2021,Cabo Delgado,Ancuabe,Maio,30.0
2021,Cabo Delgado,Ancuabe,Abril,30.0
2021,Cabo Delgado,Ancuabe,Março,30.0
2021,Cabo Delgado,Ancuabe,Fevereiro,30.0
2021,Cabo Delgado,Ancuabe,Janeiro,29.0
2021,Cabo Delgado,Cidade de Pemba,Dezembro,799.0
2021,Cabo Delgado,Cidade de Pemba,Novembro,789.0
2021,Cabo Delgado,Cidade de Pemba,Outubro,773.0
2021,Cabo Delgado,Cidade de Pemba,Setembro,762.0
2021,Cabo Delgado,Cidade de Pemba,Agosto,766.0
2021,Cabo Delgado,Cidade de Pemba,Julho,763.0
2021,Cabo Delgado,Cidade de Pemba,Junho,765.0
2021,Cabo Delgado,Cidade de Pemba,Maio,765.0
2021,Cabo Delgado,Cidade de Pemba,Abril,757.0
2021,Cabo Delgado,Cidade de Pemba,Março,778.0
2021,Cabo Delgado,Cidade de Pemba,Fevereiro,794.0
2021,Cabo Delgado,Cidade de Pemba,Janeiro,798.0
2021,Nampula,Larde,Dezembro,0.0
2021,Nampula,Larde,Novembro,0.0
2021,Nampula,Larde,Outubro,0.0
2021,Nampula,Larde,Setembro,0.0
2021,Nampula,Larde,Agosto,0.0
2021,Nampula,Larde,Julho,0.0
2021,Nampula,Rapale-Nampula,Dezembro,9.0
2021,Cabo Delgado,Ancuabe,Agosto,34.0
2021,Cabo Delgado,Ancuabe,Setembro,30.0
2021,Cabo Delgado,Ancuabe,Outubro,30.0
2021,Cabo Delgado,Ancuabe,Novembro,28.0
2021,Cabo Delgado,Chiúre,Novembro,29.0
2021,Cabo Delgado,Chiúre,Outubro,31.0
2021,Cabo Delgado,Chiúre,Setembro,32.0
2021,Cabo Delgado,Chiúre,Agosto,28.0
2021,Cabo Delgado,Chiúre,Julho,28.0
2021,Cabo Delgado,Chiúre,Junho,30.0
2021,Cabo Delgado,Chiúre,Maio,30.0
2021,Cabo Delgado,Chiúre,Abril,31.0
2021,Cabo Delgado,Chiúre,Março,30.0
2021,Cabo Delgado,Chiúre,Fevereiro,33.0
2021,Cabo Delgado,Chiúre,Janeiro,35.0
2021,Cabo Delgado,Balama,Dezembro,40.0
2021,Cabo Delgado,Balama,Novembro,41.0
2021,Cabo Delgado,Balama,Outubro,41.0
2021,Cabo Delgado,Balama,Setembro,42.0
2021,Cabo Delgado,Balama,Agosto,38.0
2021,Cabo Delgado,Balama,Julho,34.0
2021,Cabo Delgado,Balama,Junho,33.0
2021,Cabo Delgado,Balama,Maio,34.0
2021,Cabo Delgado,Balama,Abril,28.0
2021,Cabo Delgado,Balama,Março,29.0
2021,Cabo Delgado,Balama,Fevereiro,30.0
2021,Cabo Delgado,Balama,Janeiro,32.0
2021,Cabo Delgado,Ancuabe,Dezembro,28.0
2021,Cabo Delgado,Chiúre,Dezembro,27.0
2021,Nampula,Nacaroa,Julho,10.0
2021,Cabo Delgado,Ibo,Janeiro,10.0
2021,Nampula,Larde,Março,0.0
2021,Nampula,Namapa-Erati,Setembro,26.0
2021,Nampula,Rapale-Nampula,Agosto,6.0
2021,Nampula,Rapale-Nampula,Julho,6.0
2021,Nampula,Rapale-Nampula,Junho,8.0
2021,Nampula,Rapale-Nampula,Maio,9.0
2021,Nampula,Rapale-Nampula,Abril,9.0
2021,Nampula,Rapale-Nampula,Março,16.0
2021,Nampula,Rapale-Nampula,Fevereiro,16.0
2021,Nampula,Rapale-Nampula,Janeiro,16.0
2021,Nampula,Namapa-Erati,Dezembro,26.0
2021,Nampula,Namapa-Erati,Novembro,27.0
2021,Nampula,Namapa-Erati,Outubro,27.0
2021,Nampula,Namapa-Erati,Agosto,26.0
2021,Nampula,Rapale-Nampula,Outubro,8.0
2021,Nampula,Namapa-Erati,Julho,25.0
2021,Nampula,Namapa-Erati,Junho,26.0
2021,Nampula,Namapa-Erati,Maio,22.0
2021,Nampula,Namapa-Erati,Abril,22.0
2021,Nampula,Namapa-Erati,Março,27.0
2021,Nampula,Namapa-Erati,Fevereiro,27.0
2021,Nampula,Namapa-Erati,Janeiro,29.0
2021,Nampula,Nacaroa,Dezembro,11.0
2021,Nampula,Nacaroa,Novembro,11.0
2021,Nampula,Nacaroa,Outubro,11.0
2021,Nampula,Nacaroa,Setembro,11.0
2021,Nampula,Larde,Abril,0.0
2021,Nampula,Larde,Maio,0.0
2021,Nampula,Rapale-Nampula,Novembro,9.0
2021,Nampula,Ribaué,Fevereiro,66.0
2021,Nampula,Rapale-Nampula,Setembro,8.0
2021,Nampula,Larde,Fevereiro,0.0
2021,Nampula,Larde,Janeiro,0.0
2021,Nampula,Liupo,Dezembro,0.0
2021,Nampula,Liupo,Novembro,0.0
2021,Nampula,Liupo,Outubro,0.0
2021,Nampula,Liupo,Setembro,0.0
2021,Nampula,Liupo,Agosto,0.0
2021,Nampula,Liupo,Julho,0.0
2021,Nampula,Liupo,Junho,0.0
2021,Nampula,Liupo,Maio,0.0
2021,Nampula,Liupo,Abril,0.0
2021,Nampula,Liupo,Março,0.0
2021,Nampula,Liupo,Fevereiro,0.0
2021,Nampula,Liupo,Janeiro,0.0
2021,Nampula,Ribaué,Dezembro,50.0
2021,Nampula,Ribaué,Novembro,50.0
2021,Nampula,Ribaué,Outubro,51.0
2021,Nampula,Ribaué,Setembro,48.0
2021,Nampula,Ribaué,Agosto,52.0
2021,Nampula,Ribaué,Julho,52.0
2021,Nampula,Ribaué,Junho,54.0
2021,Nampula,Ribaué,Maio,54.0
2021,Nampula,Ribaué,Abril,53.0
2021,Nampula,Ribaué,Março,60.0
2021,Nampula,Ribaué,Janeiro,67.0
2021,Nampula,Lalaua,Junho,3.0
2021,Cabo Delgado,Ibo,Fevereiro,10.0
2021,Cabo Delgado,Ibo,Maio,8.0
2021,Cabo Delgado,Muidumbe,Maio,3.0
2021,Cabo Delgado,Muidumbe,Abril,3.0
2021,Cabo Delgado,Muidumbe,Março,3.0
2021,Cabo Delgado,Muidumbe,Fevereiro,3.0
2021,Cabo Delgado,Muidumbe,Janeiro,3.0
2021,Cabo Delgado,Mueda,Dezembro,21.0
2021,Cabo Delgado,Mueda,Novembro,23.0
2021,Cabo Delgado,Mueda,Outubro,25.0
2021,Cabo Delgado,Mueda,Setembro,24.0
2021,Cabo Delgado,Mueda,Agosto,23.0
2021,Cabo Delgado,Mueda,Julho,22.0
2021,Cabo Delgado,Mueda,Junho,21.0
2021,Cabo Delgado,Mueda,Maio,17.0
2021,Cabo Delgado,Mueda,Abril,16.0
2021,Cabo Delgado,Mueda,Março,15.0
2021,Cabo Delgado,Mueda,Fevereiro,14.0
2021,Cabo Delgado,Mueda,Janeiro,13.0
2021,Cabo Delgado,Montepuez,Dezembro,97.0
2021,Cabo Delgado,Montepuez,Novembro,96.0
2021,Cabo Delgado,Montepuez,Outubro,96.0
2021,Cabo Delgado,Montepuez,Setembro,96.0
2021,Cabo Delgado,Montepuez,Agosto,108.0
2021,Cabo Delgado,Montepuez,Julho,108.0
2021,Cabo Delgado,Montepuez,Junho,115.0
2021,Cabo Delgado,Montepuez,Maio,107.0
2021,Cabo Delgado,Ibo,Março,10.0
2021,Cabo Delgado,Montepuez,Abril,108.0
2021,Cabo Delgado,Montepuez,Março,111.0
2021,Cabo Delgado,Muidumbe,Setembro,2.0
2021,Cabo Delgado,Muidumbe,Junho,3.0
2021,Cabo Delgado,Nangade,Setembro,12.0
2021,Cabo Delgado,Nangade,Agosto,12.0
2021,Cabo Delgado,Nangade,Julho,12.0
2021,Cabo Delgado,Nangade,Junho,13.0
2021,Cabo Delgado,Nangade,Maio,13.0
2021,Cabo Delgado,Nangade,Abril,13.0
2021,Cabo Delgado,Nangade,Março,14.0
2021,Cabo Delgado,Nangade,Fevereiro,13.0
2021,Cabo Delgado,Nangade,Janeiro,12.0
2021,Cabo Delgado,Namuno,Dezembro,13.0
2021,Cabo Delgado,Namuno,Novembro,11.0
2021,Cabo Delgado,Namuno,Outubro,11.0
2021,Cabo Delgado,Namuno,Setembro,11.0
2021,Cabo Delgado,Namuno,Agosto,15.0
2021,Cabo Delgado,Namuno,Julho,15.0
2021,Cabo Delgado,Namuno,Junho,15.0
2021,Cabo Delgado,Namuno,Maio,14.0
2021,Cabo Delgado,Namuno,Abril,14.0
2021,Cabo Delgado,Namuno,Março,14.0
2021,Cabo Delgado,Namuno,Fevereiro,16.0
2021,Cabo Delgado,Namuno,Janeiro,17.0
2021,Cabo Delgado,Muidumbe,Dezembro,2.0
2021,Cabo Delgado,Muidumbe,Novembro,2.0
2021,Cabo Delgado,Muidumbe,Outubro,2.0
2021,Cabo Delgado,Muidumbe,Agosto,3.0
2021,Cabo Delgado,Ibo,Abril,8.0
2021,Cabo Delgado,Muidumbe,Julho,3.0
2021,Cabo Delgado,Ancuabe,Julho,32.0
2021,Cabo Delgado,Mecufi,Junho,6.0
2021,Cabo Delgado,Mecufi,Maio,6.0
2021,Cabo Delgado,Mecufi,Abril,6.0
2021,Cabo Delgado,Mecufi,Março,6.0
2021,Cabo Delgado,Mecufi,Fevereiro,8.0
2021,Cabo Delgado,Mecufi,Janeiro,7.0
2021,Cabo Delgado,Macomia,Dezembro,14.0
2021,Cabo Delgado,Macomia,Novembro,13.0
2021,Cabo Delgado,Macomia,Outubro,16.0
2021,Cabo Delgado,Macomia,Setembro,16.0
2021,Cabo Delgado,Macomia,Agosto,17.0
2021,Cabo Delgado,Macomia,Julho,17.0
2021,Cabo Delgado,Macomia,Junho,17.0
2021,Cabo Delgado,Macomia,Maio,17.0
2021,Cabo Delgado,Macomia,Abril,17.0
2021,Cabo Delgado,Macomia,Março,17.0
2021,Cabo Delgado,Macomia,Fevereiro,17.0
2021,Cabo Delgado,Macomia,Janeiro,17.0
2021,Cabo Delgado,Ibo,Dezembro,8.0
2021,Cabo Delgado,Ibo,Novembro,9.0
2021,Cabo Delgado,Ibo,Outubro,10.0
2021,Cabo Delgado,Ibo,Setembro,10.0
2021,Cabo Delgado,Ibo,Agosto,10.0
2021,Cabo Delgado,Ibo,Julho,9.0
